red_fighter,blue_fighter,red_odds,blue_odds,red_winner,red_return,blue_return,odds_diff,age_diff,reach_diff,height_diff,wins_diff,losses_diff,rounds_diff,title_bout_diff,ko_diff,submission_diff,win_streak_diff,lose_streak_diff,longest_win_streak_diff,sig_str_diff,sub_att_diff,td_diff,rank_diff,fight_date,title_bout,weight_class,gender,number_of_rounds,blue_current_lose_streak,blue_current_win_streak,blue_longest_win_streak,blue_losses,blue_total_rounds_fought,blue_total_title_bouts,blue_wins_by_ko,blue_wins_by_submission,blue_wins,blue_stance,blue_height_cms,blue_reach_cms,red_current_lose_streak,red_current_win_streak,red_longest_win_streak,red_losses,red_total_rounds_fought,red_total_title_bouts,red_wins_by_ko,red_wins_by_submission,red_wins,red_stance,red_height_cms,red_reach_cms,red_age,blue_age,b_match_wc_rank,r_match_wc_rank
Tony Gravely,Javid Basharat,140,-165,f,0,1.6061,305,3,0,-10.16,3,2,11,0,3,-1,0,0,0,1.6,-0.1,-3.7,0,2022-09-17,f,Bantamweight,MALE,3,0,2,2,0,6,0,0,1,2,Orthodox,175.26,175.26,0,2,2,2,17,0,3,0,5,Orthodox,165.1,175.26,30,27,20,20
Nikolas Motta,Cameron VanCamp,-150,130,t,1.6667,0,-280,0,-10.16,-12.7,1,0,4,0,0,0,0,0,1,2.23,0,0,0,2022-09-17,f,Lightweight,MALE,3,1,0,0,1,1,0,0,0,0,Switch,187.96,187.96,1,0,1,1,5,0,0,0,1,Orthodox,175.26,177.8,29,29,20,20
Nate Diaz,Tony Ferguson,130,-150,t,2.3,0,280,-1,0,2.53999999999999,4,7,29,0,-1,5,0,-2,-7,0.34,-0.4,-0.66,0,2022-09-10,f,Welterweight,MALE,5,4,0,12,5,48,3,5,6,15,Orthodox,180.34,193.04,2,0,5,12,77,3,4,11,19,Southpaw,182.88,193.04,37,38,20,20
Khamzat Chimaev,Kevin Holland,-580,440,t,1.1724,0,-1020,-1,-15.24,-2.53999999999999,-6,-4,-33,0,-2,-1,3,0,0,-1.47,-2.1,-3.15,0,2022-09-10,f,Catch Weight,MALE,3,0,2,5,4,41,0,4,3,11,Orthodox,190.5,205.74,0,5,5,0,8,0,2,2,5,Orthodox,187.96,190.5,28,29,20,20
Li Jingliang,Daniel Rodriguez,145,-170,f,0,1.5882,315,-1,-7.62,-2.53999999999999,4,4,17,0,6,-1,-2,0,0,2.96,0.1,-0.64,0,2022-09-10,f,Catch Weight,MALE,3,0,3,4,1,19,0,2,1,7,Southpaw,185.42,187.96,0,1,4,5,36,0,8,0,11,Orthodox,182.88,180.34,34,35,20,20
Irene Aldana,Macy Chiasson,-195,165,t,1.5128,0,-360,3,-10.16,-5.08000000000001,0,2,9,0,0,0,0,0,0,-1.47,0.2,2.21,0,2022-09-10,f,Catch Weight,MALE,3,0,1,3,2,19,1,2,1,6,Orthodox,180.34,182.88,0,1,3,4,28,1,2,1,6,Orthodox,175.26,172.72,34,31,20,20
Johnny Walker,Ion Cutelaba,155,-180,t,2.55,0,335,2,17.78,12.7,0,-2,-6,0,1,0,0,1,2,0.57,-0.9,3.72,-7,2022-09-10,f,Light Heavyweight,MALE,3,1,0,2,6,23,0,3,0,5,Southpaw,185.42,190.5,2,0,4,4,17,0,4,0,5,Orthodox,198.12,208.28,30,28,20,13
Hakeem Dawodu,Julian Erosa,-215,185,f,0,2.85,-400,-2,-2.54000000000002,-12.7,0,-3,-3,0,-1,-2,-1,0,3,0.73,0.8,1.69,0,2022-09-10,f,Featherweight,MALE,3,0,2,2,5,25,0,2,2,6,Southpaw,185.42,187.96,0,1,5,2,22,0,1,0,6,Orthodox,172.72,185.42,31,33,20,20
Jailton Almeida,Anton Turkalj,-645,480,t,1.155,0,-1125,5,2.53999999999999,-2.53999999999999,2,0,1,0,1,2,2,0,2,-0.01,-2.6,-1.87,0,2022-09-10,f,Catch Weight,MALE,3,0,1,1,0,3,0,0,0,1,Orthodox,193.04,198.12,0,3,3,0,4,0,1,2,3,Orthodox,190.5,200.66,31,26,20,20
Denis Tiuliulin,Jamie Pickett,110,-130,t,2.1,0,240,0,-7.61999999999998,-2.54000000000002,-3,-4,-15,0,-1,0,0,0,-2,-0.96,0.1,0.3,0,2022-09-10,f,Middleweight,MALE,3,1,0,2,5,17,0,1,0,3,Orthodox,187.96,203.2,1,0,0,1,2,0,0,0,0,Orthodox,185.42,195.58,34,34,20,20
Jake Collier,Chris Barnett,-540,420,f,0,5.2,-960,-3,7.62,15.24,4,4,18,0,0,1,0,0,0,-1.39,-0.6,-0.71,0,2022-09-10,f,Heavyweight,MALE,3,1,0,1,2,7,0,1,0,1,Orthodox,175.26,190.5,1,0,1,6,25,0,1,1,5,Orthodox,190.5,198.12,33,36,20,20
Norma Dumont,Danyelle Wolf,-360,295,t,1.2778,0,-655,-8,-7.62,-10.16,2,2,12,0,0,0,-1,1,2,-0.74,0.5,-1.91,0,2022-09-10,f,Women's Featherweight,FEMALE,3,0,1,1,0,3,0,0,0,1,Orthodox,180.34,177.8,1,0,3,2,15,0,0,0,3,Orthodox,170.18,170.18,31,39,20,20
Chad Anheliger,Alatengheili,155,-180,f,0,1.5556,335,5,-5.07999999999998,2.53999999999999,-1,-1,-7,0,0,0,1,0,0,-0.96,-0.6,1.17,0,2022-09-10,f,Bantamweight,MALE,3,0,1,2,1,13,0,1,0,3,Orthodox,165.1,167.64,0,2,2,0,6,0,1,0,2,Orthodox,167.64,162.56,35,30,20,20
Melissa Martinez,Elise Reed,-175,150,f,0,2.5,-325,-4,7.61999999999998,-2.54000000000002,-1,-2,-7,0,0,0,0,-1,-1,-0.34,0,-0.42,0,2022-09-10,f,Women's Strawweight,FEMALE,3,1,0,1,2,7,0,0,0,1,Orthodox,160.02,160.02,0,0,0,0,0,0,0,0,0,Southpaw,157.48,167.64,25,29,20,20
Darian Weeks,Yohan Lainesse,-120,100,f,0,2,-220,-2,-10.16,-5.07999999999998,-1,1,3,0,-1,0,0,1,-1,-2.27,0.5,-1.06,0,2022-09-10,f,Welterweight,MALE,3,1,0,1,1,3,0,1,0,1,Orthodox,185.42,193.04,2,0,0,2,6,0,0,0,0,Orthodox,180.34,182.88,28,30,20,20
Ciryl Gane,Tai Tuivasa,-475,380,t,1.2105,0,-855,3,15.24,5.07999999999998,-1,-2,8,3,-5,2,-5,1,2,-1.72,-0.5,-0.58,-2,2022-09-03,f,Heavyweight,MALE,5,0,5,5,3,19,0,7,0,8,Southpaw,187.96,190.5,1,0,7,1,27,3,2,2,7,Orthodox,193.04,205.74,32,29,3,1
Robert Whittaker,Marvin Vettori,-210,180,t,1.4762,0,-390,3,-2.54000000000002,0,6,1,15,3,5,-2,-1,1,4,-0.02,0.5,0.86,-1,2022-09-03,f,Middleweight,MALE,3,0,1,5,3,40,1,0,2,8,Southpaw,182.88,187.96,1,0,9,4,55,4,5,0,14,Orthodox,182.88,185.42,31,28,2,1
Nassourdine Imavov,Joaquin Buckley,-250,210,t,1.4,0,-460,-1,-2.53999999999999,12.7,-2,-1,-6,0,-2,0,-1,0,-1,-0.33,-1.3,0.71,-8,2022-09-03,f,Middleweight,MALE,3,0,3,3,2,16,0,4,0,5,Southpaw,177.8,193.04,0,2,2,1,10,0,2,0,3,Orthodox,190.5,190.5,27,28,20,12
Alessio Di Chirico,Roman Kopylov,-105,-115,f,0,1.8696,10,1,-2.53999999999999,0,4,4,17,0,2,0,0,-1,2,1.01,0,-0.26,0,2022-09-03,f,Middleweight,MALE,3,2,0,0,2,6,0,0,0,0,Southpaw,182.88,190.5,1,0,2,6,23,0,2,0,4,Orthodox,182.88,187.96,32,31,20,20
William Gomis,Jarno Errens,-215,185,t,1.4651,0,-400,-2,0,2.53999999999999,0,0,0,0,0,0,0,0,0,0.67,-0.4,-1.06,0,2022-09-03,f,Featherweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,0,0,0,0,0,0,0,0,0,Southpaw,182.88,185.42,25,27,20,20
Charles Jourdain,Nathaniel Wood,-150,130,f,0,2.3,-280,-3,0,7.62,-1,2,5,0,2,-2,-1,1,-1,0.27,0,1.21,0,2022-09-03,f,Featherweight,MALE,3,0,1,3,2,19,0,0,3,5,Orthodox,167.64,175.26,1,0,2,4,24,0,2,1,4,Switch,175.26,175.26,26,29,20,20
Abus Magomedov,Dustin Stoltzfus,-295,245,t,1.339,0,-540,2,7.62,5.08000000000001,-2,-3,-13,0,-1,0,-1,0,-1,0.63,1,-0.2,0,2022-09-03,f,Middleweight,MALE,3,0,1,1,3,13,0,1,0,2,Orthodox,182.88,190.5,0,0,0,0,0,0,0,0,0,Orthodox,187.96,198.12,32,30,20,20
John Makdessi,Nasrat Haqparast,195,-230,f,0,1.4348,425,10,-10.16,-5.08000000000001,6,3,21,0,2,0,1,-2,0,0.63,0,0.28,0,2022-09-03,f,Lightweight,MALE,3,2,0,3,4,24,0,1,0,5,Southpaw,177.8,182.88,0,1,3,7,45,0,3,0,11,Orthodox,172.72,172.72,37,27,20,20
Fares Ziam,Michal Figlak,180,-210,t,2.8,0,390,-1,12.7,7.61999999999998,2,2,10,0,0,0,0,1,2,1.3,-0.2,-0.31,0,2022-09-03,f,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,1,0,2,2,10,0,0,0,2,Orthodox,185.42,190.5,25,26,20,20
Benoit Saint Denis,Gabriel Miranda,-300,250,t,1.3333,0,-550,-6,5.07999999999998,0,1,1,5,0,0,1,1,0,1,-2.18,0.9,0.04,0,2022-09-03,f,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,180.34,180.34,0,1,1,1,5,0,0,1,1,Southpaw,180.34,185.42,26,32,20,20
Khalid Taha,Cristian Quinonez,-125,105,f,0,2.05,-230,4,-2.54000000000002,-7.62,0,3,10,0,1,0,-1,2,0,1.55,-0.2,1.37,0,2022-09-03,f,Bantamweight,MALE,3,0,1,1,0,3,0,0,0,1,Orthodox,172.72,177.8,2,0,1,3,13,0,1,0,1,Orthodox,165.1,175.26,30,26,20,20
Stephanie Egger,Ailin Perez,-260,220,t,1.3846,0,-480,7,5.08000000000001,2.53999999999999,2,2,7,0,1,1,0,1,2,0.71,-0.6,2.71,0,2022-09-03,f,Women's Featherweight,FEMALE,3,0,0,0,0,0,0,0,0,0,Switch,165.1,167.64,1,0,2,2,7,0,1,1,2,Orthodox,167.64,172.72,34,27,20,20
Kamaru Usman,Leon Edwards,-315,260,f,0,3.6,-575,5,5.07999999999998,-5.08000000000001,4,-2,8,5,2,0,6,0,6,-1.68,0.3,-1.57,-2,2022-08-20,t,Welterweight,MALE,5,0,9,9,2,45,3,2,1,11,Southpaw,187.96,187.96,0,15,15,0,53,8,4,1,15,Switch,182.88,193.04,35,30,2,0
Paulo Costa,Luke Rockhold,-330,275,t,1.303,0,-605,-6,-12.7,-5.08000000000001,-10,-2,-19,-3,-2,-7,0,0,-4,-2.12,1,0.34,-14,2022-08-20,f,Middleweight,MALE,3,2,0,9,4,36,4,6,7,15,Southpaw,190.5,195.58,2,0,5,2,17,1,4,0,5,Orthodox,185.42,182.88,31,37,20,6
Jose Aldo,Merab Dvalishvili,135,-155,f,0,1.6452,290,4,5.08000000000001,2.54000000000002,14,4,58,15,10,0,-4,0,8,0.87,0.2,5.92,14,2022-08-20,f,Bantamweight,MALE,3,0,7,7,2,26,0,1,0,7,Orthodox,167.64,172.72,0,3,15,6,84,15,11,0,21,Orthodox,170.18,177.8,35,31,6,20
Wu Yanan,Lucie Pudilova,125,-145,f,0,1.6897,270,-2,-2.54000000000002,0,-1,-1,-7,0,0,1,0,-1,-1,-0.63,0.4,0.08,0,2022-08-20,f,Women's Bantamweight,FEMALE,3,4,0,2,5,20,0,0,0,2,Orthodox,172.72,170.18,3,0,1,4,13,0,0,1,1,Orthodox,172.72,167.64,26,28,20,20
Tyson Pedro,Harry Hunsucker,-850,600,t,1.1176,0,-1450,-3,10.16,2.53999999999999,4,0,8,0,2,2,1,-3,2,0.64,1.2,-0.76,0,2022-08-20,f,Light Heavyweight,MALE,3,3,0,0,3,3,0,0,0,0,Orthodox,187.96,190.5,0,1,2,3,11,0,2,2,4,Orthodox,190.5,200.66,30,33,20,20
Marcin Tybura,Alexandr Romanov,265,-320,t,3.65,0,585,5,7.62,2.53999999999999,4,6,31,0,3,-3,-5,1,0,0.37,0.7,2.75,-2,2022-08-20,f,Heavyweight,MALE,3,0,5,5,0,9,0,1,3,5,Southpaw,187.96,190.5,1,0,5,6,40,0,4,0,9,Orthodox,190.5,198.12,36,31,13,11
Leonardo Santos,Jared Gordon,230,-275,f,0,1.3636,505,9,17.78,7.62,1,-2,-2,1,1,2,0,1,3,2.93,-0.2,0.9,0,2022-08-20,f,Lightweight,MALE,3,1,0,3,4,25,0,1,0,6,Orthodox,175.26,172.72,2,0,6,2,23,1,2,2,7,Orthodox,182.88,190.5,42,33,20,20
AJ Fletcher,Ange Loosa,-165,140,f,0,2.4,-305,-4,-17.78,0,1,-1,-2,0,1,0,0,-1,1,2.24,-0.7,0.87,0,2022-08-20,f,Welterweight,MALE,3,2,0,0,2,6,0,0,0,0,Orthodox,177.8,187.96,1,0,1,1,4,0,1,0,1,Switch,177.8,170.18,25,29,20,20
Amir Albazi,Francisco Figueiredo,-500,400,t,1.2,0,-900,-4,0,-2.53999999999999,0,-1,-3,0,0,0,1,0,1,-0.76,-0.3,0.8,-9,2022-08-20,f,Flyweight,MALE,3,0,1,1,1,7,0,0,1,2,Southpaw,167.64,172.72,0,2,2,0,4,0,0,1,2,Orthodox,165.1,172.72,28,32,20,11
Aoriqileng,Jay Perrin,-125,105,t,1.8,0,-230,0,5.07999999999998,0,1,0,1,0,1,0,1,-2,1,-1.6,0,1.38,0,2022-08-20,f,Bantamweight,MALE,3,2,0,0,2,6,0,0,0,0,Switch,170.18,170.18,0,1,1,2,7,0,1,0,1,Orthodox,170.18,175.26,29,29,20,20
Daniel Lacerda,Victor Altamirano,140,-165,f,0,1.6061,305,-5,0,-5.08000000000001,-1,1,-3,0,0,0,0,1,-1,0.6,-1.2,1.11,0,2022-08-20,f,Flyweight,MALE,3,1,0,1,1,6,0,0,0,1,Switch,172.72,177.8,2,0,0,2,3,0,0,0,0,Switch,167.64,177.8,26,31,20,20
Marlon Vera,Dominick Cruz,-225,190,t,1.4444,0,-415,-8,5.08000000000001,0,-1,3,-10,-9,4,4,1,0,-7,-0.36,-0.7,2.31,-3,2022-08-13,f,Bantamweight,MALE,5,0,2,12,3,59,10,2,0,14,Orthodox,172.72,172.72,0,3,5,6,49,1,6,4,13,Switch,172.72,177.8,29,37,8,5
Nate Landwehr,David Onama,280,-340,t,3.8,0,620,6,-5.08000000000001,-5.08000000000001,0,1,2,0,-1,0,-1,0,-1,-1.21,-0.5,-0.33,0,2022-08-13,f,Featherweight,MALE,3,0,2,2,1,6,0,1,1,2,Orthodox,180.34,187.96,0,1,1,2,8,0,0,1,2,Orthodox,175.26,182.88,34,28,20,20
Yazmin Jauregui,Iasmin Lucindo,-210,180,t,1.4762,0,-390,3,-5.07999999999998,0,0,0,0,0,0,0,0,0,0,-2.31,0.3,2.23,0,2022-08-13,f,Women's Strawweight,FEMALE,3,0,0,0,0,0,0,0,0,0,Orthodox,160.02,167.64,0,0,0,0,0,0,0,0,0,Orthodox,160.02,162.56,23,20,20,20
Devin Clark,Azamat Murzakanov,130,-150,f,0,1.6667,280,-1,10.16,5.07999999999998,5,6,27,0,-1,0,-1,0,0,1.69,-0.1,-1.55,0,2022-08-13,f,Light Heavyweight,MALE,3,0,2,2,0,4,0,2,0,2,Southpaw,177.8,180.34,0,1,2,6,31,0,1,0,7,Orthodox,182.88,190.5,32,33,20,20
Priscila Cachoeira,Ariane Lipski,185,-215,t,2.85,0,400,5,-5.08000000000001,2.54000000000002,0,0,-2,0,2,-1,0,0,0,0.34,0.3,0.41,0,2022-08-13,f,Women's Bantamweight,FEMALE,3,0,1,2,4,17,0,0,1,3,Orthodox,167.64,170.18,0,1,2,4,15,0,2,0,3,Orthodox,170.18,165.1,33,28,20,20
Bruno Silva,Gerald Meerschaert,-295,245,f,0,3.45,-540,-1,-7.62,-2.53999999999999,-6,-6,-24,0,2,-8,0,0,0,-0.99,1.6,1.21,0,2022-08-13,f,Middleweight,MALE,3,1,0,3,7,32,0,1,8,9,Southpaw,185.42,195.58,1,0,3,1,8,0,3,0,3,Orthodox,182.88,187.96,33,34,20,20
Angela Hill,Loopy Godinez,275,-330,t,3.75,0,605,9,7.62,2.54000000000002,5,10,44,0,2,-1,-2,3,1,-1.3,0.9,2.19,0,2022-08-13,f,Catch Weight,MALE,3,0,2,2,2,13,0,0,1,3,Orthodox,157.48,154.94,3,0,3,12,57,0,2,0,8,Orthodox,160.02,162.56,37,28,20,20
Martin Buday,Lukasz Brzeski,-305,255,t,1.3279,0,-560,0,-2.53999999999999,0,1,0,1,0,1,-1,1,0,1,0.06,0.3,0.25,0,2022-08-13,f,Heavyweight,MALE,3,0,1,1,0,3,0,0,1,1,Orthodox,193.04,198.12,0,2,2,0,4,0,1,0,2,Orthodox,193.04,195.58,30,30,20,20
Cynthia Calvillo,Nina Nunes,-190,160,f,0,2.6,-350,-1,0,-2.53999999999999,2,0,6,0,0,2,0,1,-1,-0.02,-0.3,-1.56,-8,2022-08-13,f,Women's Flyweight,FEMALE,3,2,0,4,4,22,0,0,1,4,Orthodox,165.1,162.56,3,0,3,4,28,0,0,3,6,Orthodox,162.56,162.56,35,36,20,12
Gabriel Benitez,Charlie Ontiveros,-360,295,t,1.2778,0,-655,3,-7.62,-15.24,6,4,22,0,2,2,0,0,2,-3.37,-0.9,-0.22,0,2022-08-13,f,Lightweight,MALE,3,2,0,0,2,3,0,0,0,0,Switch,187.96,187.96,2,0,2,6,25,0,2,2,6,Southpaw,172.72,180.34,34,31,20,20
Ode Osbourne,Tyson Nam,-460,370,f,0,4.7,-830,-8,12.7,0,2,-1,-4,0,0,1,2,-1,0,0.41,-0.2,-1.27,0,2022-08-13,f,Flyweight,MALE,3,1,0,2,3,12,0,2,0,2,Orthodox,170.18,172.72,0,2,2,2,8,0,2,1,4,Southpaw,170.18,185.42,30,38,20,20
Jason Witt,Josh Quinlan,250,-300,f,0,1.3333,550,6,-5.07999999999998,-5.07999999999998,2,3,8,0,0,1,0,1,1,1.42,-0.9,-6.56,0,2022-08-13,f,Catch Weight,MALE,3,0,0,0,0,1,0,0,0,0,Orthodox,182.88,182.88,1,0,1,3,9,0,0,1,2,Orthodox,177.8,177.8,35,29,20,20
Thiago Santos,Jamahal Hill,265,-320,f,0,1.3125,585,7,-7.62,-5.07999999999998,9,8,42,-1,7,0,-2,1,1,3.46,-0.1,-0.88,-4,2022-08-06,f,Light Heavyweight,MALE,5,0,2,3,1,11,2,4,0,5,Southpaw,193.04,200.66,1,0,4,9,53,1,11,0,14,Orthodox,187.96,193.04,38,31,10,6
Vicente Luque,Geoff Neal,-210,180,f,0,2.8,-390,-1,0,0,7,2,16,0,4,4,-1,1,0,-0.1,-0.5,-0.54,-7,2022-08-06,f,Welterweight,MALE,3,0,1,6,2,21,0,4,1,7,Southpaw,180.34,190.5,1,0,6,4,37,0,8,5,14,Orthodox,180.34,190.5,30,31,13,6
Mohammed Usman,Zac Pauga,235,-280,t,3.35,0,515,-1,7.62,0,0,0,0,0,0,0,0,0,0,1.05,0,-0.31,0,2022-08-06,f,Heavyweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,187.96,193.04,0,0,0,0,0,0,0,0,0,Orthodox,187.96,200.66,33,34,20,20
Brogan Walker,Juliana Miller,120,-140,f,0,1.7143,260,8,2.54000000000002,-7.62,0,0,0,0,0,0,0,0,0,1.27,1.8,1.84,0,2022-08-06,f,Women's Flyweight,FEMALE,3,0,0,0,0,0,0,0,0,0,Orthodox,170.18,167.64,0,0,0,0,0,0,0,0,0,Switch,162.56,170.18,34,26,20,20
Augusto Sakai,Serghei Spivac,260,-315,f,0,1.3175,575,4,-2.53999999999999,0,0,0,4,0,1,-1,-1,3,2,-1.09,0.7,4.4,-6,2022-08-06,f,Heavyweight,MALE,3,0,1,3,3,16,0,2,1,5,Orthodox,190.5,198.12,3,0,5,3,20,0,3,0,5,Orthodox,190.5,195.58,31,27,20,14
Terrance McKinney,Erick Gonzalez,-950,650,t,1.1053,0,-1600,-3,-5.08000000000001,-2.53999999999999,2,1,3,0,1,1,0,0,2,-2.13,-1,2.55,0,2022-08-06,f,Lightweight,MALE,3,1,0,0,1,2,0,0,0,0,Orthodox,180.34,190.5,1,0,2,2,5,0,1,1,2,Switch,177.8,185.42,27,30,20,20
Sam Alvey,Michal Oleksiejczuk,520,-720,f,0,1.1389,1240,9,2.53999999999999,5.08000000000001,6,9,36,0,2,1,0,6,2,1.8,-0.1,1.02,0,2022-08-06,f,Middleweight,MALE,3,1,0,2,3,15,0,3,0,4,Southpaw,182.88,187.96,7,0,4,12,51,0,5,1,10,Southpaw,187.96,190.5,36,27,20,20
Bryan Battle,Takashi Sato,-325,270,t,1.3077,0,-595,-5,10.16,7.61999999999998,0,-3,-6,0,-2,1,2,-2,1,-2.31,-0.6,-0.36,0,2022-08-06,f,Welterweight,MALE,3,2,0,1,3,11,0,2,0,2,Southpaw,177.8,185.42,0,2,2,0,5,0,0,1,2,Orthodox,185.42,195.58,27,32,20,20
Cory McKenna,Miranda Granger,-195,165,t,1.5128,0,-360,-7,-25.4,-10.16,1,-1,2,0,0,0,0,-1,1,-0.21,-0.4,-2.22,0,2022-08-06,f,Women's Strawweight,FEMALE,3,2,0,1,2,7,0,0,0,1,Orthodox,170.18,172.72,1,0,2,1,9,0,0,0,2,Orthodox,160.02,147.32,23,30,20,20
Mayra Bueno Silva,Stephanie Egger,100,-120,t,2,0,220,-3,-5.08000000000001,0,2,1,9,1,-1,2,-1,0,0,-1.81,-0.9,1.84,0,2022-08-06,f,Women's Bantamweight,FEMALE,3,0,2,2,1,6,0,1,1,2,Orthodox,167.64,172.72,0,1,2,2,15,1,0,3,4,Orthodox,167.64,167.64,30,33,20,20
Julianna Pena,Amanda Nunes,205,-245,f,0,1.4082,450,-2,0,-5.08000000000001,-8,-1,-19,-9,-6,-1,2,-1,-8,1.39,-0.1,0.79,19,2022-07-30,t,Women's Bantamweight,FEMALE,5,1,0,12,3,40,11,8,3,15,Orthodox,172.72,175.26,0,2,4,2,21,2,2,2,7,Orthodox,167.64,175.26,32,34,1,20
Brandon Moreno,Kai Kara-France,-210,180,t,1.4762,0,-390,-1,2.54000000000002,7.62,0,1,15,5,-1,3,-3,1,0,0.69,-0.5,-1.13,-1,2022-07-30,t,Flyweight,MALE,5,0,3,3,2,22,0,2,0,7,Orthodox,162.56,175.26,1,0,3,3,37,5,1,3,7,Orthodox,170.18,177.8,28,29,2,1
Derrick Lewis,Sergei Pavlovich,135,-155,f,0,1.6452,290,7,-12.7,0,14,6,50,1,10,0,-3,1,3,3.38,0,-0.57,-6,2022-07-30,f,Heavyweight,MALE,3,0,3,3,1,4,1,3,0,3,Southpaw,190.5,213.36,1,0,6,7,54,2,13,0,17,Orthodox,190.5,200.66,37,30,11,5
Alexandre Pantoja,Alex Perez,-195,165,t,1.5128,0,-360,2,5.08000000000001,-2.53999999999999,1,1,12,2,0,0,2,-1,-1,-0.22,0,-0.57,-2,2022-07-30,f,Flyweight,MALE,3,1,0,4,2,14,1,2,3,7,Orthodox,167.64,165.1,0,2,3,3,26,3,2,3,8,Orthodox,165.1,170.18,32,30,6,4
Magomed Ankalaev,Anthony Smith,-610,460,t,1.1639,0,-1070,-4,-2.53999999999999,-2.53999999999999,-5,-7,-25,0,-3,-5,5,0,5,-0.4,0.6,-0.56,-1,2022-07-30,f,Light Heavyweight,MALE,3,0,3,3,8,48,1,7,5,13,Orthodox,193.04,193.04,0,8,8,1,23,1,4,0,8,Orthodox,190.5,190.5,30,34,5,4
Alex Morono,Matthew Semelsberger,160,-190,t,2.6,0,350,2,-7.62,-5.07999999999998,6,3,25,0,0,1,1,0,1,-1.18,0,0.66,0,2022-07-30,f,Welterweight,MALE,3,0,2,2,1,11,0,2,0,4,Switch,185.42,190.5,0,3,3,4,36,0,2,1,10,Orthodox,180.34,182.88,31,29,20,20
Drew Dober,Rafael Alves,-165,140,t,1.6061,0,-305,2,5.08000000000001,0,9,6,31,0,7,-1,0,0,2,-2.54,1.4,-0.38,0,2022-07-30,f,Lightweight,MALE,3,0,1,1,1,6,0,0,2,2,Orthodox,172.72,172.72,0,1,3,7,37,0,7,1,11,Southpaw,172.72,177.8,33,31,20,20
Drakkar Klose,Rafa Garcia,-200,170,t,1.5,0,-370,7,0,5.07999999999998,4,0,11,0,1,-1,-1,0,1,-0.18,0.3,2.03,0,2022-07-30,f,Lightweight,MALE,3,0,2,2,2,11,0,0,1,2,Orthodox,170.18,177.8,0,1,3,2,22,0,1,0,6,Orthodox,175.26,177.8,34,27,20,20
Michael Morales,Adam Fugitt,-600,450,t,1.1667,0,-1050,-10,5.07999999999998,-2.53999999999999,2,0,4,0,1,0,2,0,2,-0.7,0,0.88,0,2022-07-30,f,Welterweight,MALE,3,0,0,0,0,0,0,0,0,0,Southpaw,185.42,195.58,0,2,2,0,4,0,1,0,2,Orthodox,182.88,200.66,23,33,20,20
Joselyne Edwards,Ji Yeon Kim,-120,100,t,1.8333,0,-220,-6,-5.07999999999998,2.53999999999999,-1,-3,-11,0,-1,0,1,-3,-1,1.02,-0.3,-0.88,0,2022-07-30,f,Women's Bantamweight,FEMALE,3,3,0,2,5,23,0,1,0,3,Orthodox,170.18,182.88,0,1,1,2,12,0,0,0,2,Orthodox,172.72,177.8,26,32,20,20
Nicolae Negumereanu,Ihor Potieria,-140,120,t,1.7143,0,-260,1,7.62,-7.62,2,1,9,0,0,0,2,0,2,1.55,0,-1.02,0,2022-07-30,f,Light Heavyweight,MALE,3,0,1,1,0,1,0,1,0,1,Southpaw,190.5,190.5,0,3,3,1,10,0,1,0,3,Orthodox,182.88,198.12,27,26,20,20
Orion Cosce,Blood Diamond,-205,175,t,1.4878,0,-380,-6,-12.7,0,1,0,4,0,1,0,0,0,1,0.35,0,-1.92,0,2022-07-30,f,Welterweight,MALE,3,1,0,0,1,1,0,0,0,0,Switch,180.34,193.04,1,0,1,1,5,0,1,0,1,Switch,180.34,180.34,28,34,20,20
Curtis Blaydes,Tom Aspinall,135,-155,t,2.35,0,290,2,5.07999999999998,-2.54000000000002,6,3,31,-1,3,-2,-3,0,0,4.53,1.6,-2.42,-2,2022-07-23,f,Heavyweight,MALE,5,0,5,5,0,6,2,3,2,5,Orthodox,195.58,198.12,0,2,5,3,37,1,6,0,11,Orthodox,193.04,203.2,31,29,6,4
Jack Hermansson,Chris Curtis,-110,-110,t,1.9091,0,0,-1,5.08000000000001,7.61999999999998,5,5,25,0,0,3,-4,1,0,0.67,-0.4,-1.53,-12,2022-07-23,f,Middleweight,MALE,3,0,4,4,0,9,0,3,0,4,Orthodox,177.8,190.5,1,0,4,5,34,0,3,3,9,Orthodox,185.42,195.58,34,35,20,8
Paddy Pimblett,Jordan Leavitt,-275,230,t,1.3636,0,-505,0,5.07999999999998,2.54000000000002,-2,-1,-8,0,0,-1,0,0,0,-2.39,-1,1.28,0,2022-07-23,f,Lightweight,MALE,3,0,2,2,1,10,0,1,2,4,Southpaw,175.26,180.34,0,2,2,0,2,0,1,1,2,Orthodox,177.8,185.42,27,27,20,20
Nikita Krylov,Alexander Gustafsson,-200,170,t,1.5,0,-370,-5,-5.07999999999998,-5.08000000000001,-2,0,-16,-3,-2,2,0,-1,-1,-0.35,-1,-0.76,-9,2022-07-23,f,Light Heavyweight,MALE,3,3,0,6,7,43,3,5,2,10,Orthodox,195.58,200.66,2,0,5,7,27,0,3,4,8,Orthodox,190.5,195.58,30,35,20,11
